epoch,drag_1_loss,drag_1_mae,drag_2_loss,drag_2_mae,flow_output_loss,flow_output_mae,learning_rate,lift_1_loss,lift_1_mae,lift_2_loss,lift_2_mae,loss,val_drag_1_loss,val_drag_1_mae,val_drag_2_loss,val_drag_2_mae,val_flow_output_loss,val_flow_output_mae,val_lift_1_loss,val_lift_1_mae,val_lift_2_loss,val_lift_2_mae,val_loss
31,0.010965915396809578,0.07612059265375137,0.012792986817657948,0.08122864365577698,0.013013271614909172,0.0622469000518322,3.354626301188546e-07,0.02885766141116619,0.111080102622509,0.025428086519241333,0.10667894780635834,0.01886139065027237,0.011024116538465023,0.07495377212762833,0.012581742368638515,0.0827827975153923,0.012928451411426067,0.06140516325831413,0.029929641634225845,0.10429560393095016,0.0252135768532753,0.10386146605014801,0.019011391326785088
32,0.010468955151736736,0.07470323145389557,0.011972533538937569,0.07862960547208786,0.012962878681719303,0.061836086213588715,3.354626301188546e-07,0.027321038767695427,0.10745501518249512,0.02415112592279911,0.10420271009206772,0.017926838248968124,0.009927969425916672,0.07007279992103577,0.011070589534938335,0.07592121511697769,0.012883552350103855,0.06104050949215889,0.029087351635098457,0.10219500958919525,0.02359173446893692,0.10159631073474884,0.017865825444459915
33,0.009814933873713017,0.07214925438165665,0.011243277229368687,0.07653187215328217,0.012917445972561836,0.06146373227238655,3.354626301188546e-07,0.025948019698262215,0.10408248007297516,0.02266830950975418,0.10053978115320206,0.01696852780878544,0.009385358542203903,0.06808389723300934,0.010229519568383694,0.07238711416721344,0.012845058925449848,0.06063401326537132,0.027193233370780945,0.09806811809539795,0.024323303252458572,0.10309485346078873,0.017289072275161743
34,0.009300819598138332,0.07029718160629272,0.010652340948581696,0.07473313063383102,0.01287645660340786,0.06111828237771988,3.354626301188546e-07,0.024579506367444992,0.10091100633144379,0.021464044228196144,0.09776760637760162,0.016136901453137398,0.009504813700914383,0.06940597295761108,0.009816435165703297,0.07087836414575577,0.012801016680896282,0.06038161367177963,0.02633623778820038,0.09666596353054047,0.02212582528591156,0.10121378302574158,0.01653134636580944
35,0.008936775848269463,0.06907454133033752,0.010109156370162964,0.07264399528503418,0.012818465009331703,0.06077771261334419,3.354626301188546e-07,0.023321004584431648,0.09761112928390503,0.020320836454629898,0.09478794038295746,0.01538659818470478,0.008688348345458508,0.06515194475650787,0.009421435184776783,0.0693177878856659,0.012736986391246319,0.059999968856573105,0.02519223839044571,0.09270930290222168,0.020307067781686783,0.09399434179067612,0.015585746616125107
36,0.008495669811964035,0.0674869492650032,0.009596623480319977,0.07113395631313324,0.012765968218445778,0.06044424697756767,3.354626301188546e-07,0.02207556739449501,0.09438800811767578,0.019289212301373482,0.09253967553377151,0.014654426835477352,0.008891522884368896,0.06709125638008118,0.009322025813162327,0.0693630799651146,0.012707210145890713,0.05967037007212639,0.025291919708251953,0.09360593557357788,0.02061234787106514,0.0944596529006958,0.01569722779095173
37,0.00817583967000246,0.06609517335891724,0.009141036309301853,0.06930858641862869,0.012730413116514683,0.060153014957904816,3.354626301188546e-07,0.02115018665790558,0.09218280017375946,0.01853971928358078,0.09037242829799652,0.014099564403295517,0.008292400278151035,0.06397584080696106,0.008541380055248737,0.06631554663181305,0.012669680640101433,0.05940631404519081,0.02340569905936718,0.0881422758102417,0.018522851169109344,0.09021840244531631,0.014488491229712963
38,0.007747989147901535,0.0646466538310051,0.00870041735470295,0.067627914249897,0.012697514146566391,0.059885669499635696,3.354626301188546e-07,0.020173223689198494,0.08963324129581451,0.017662694677710533,0.08841706812381744,0.013483723625540733,0.008509586565196514,0.06589816510677338,0.00836061593145132,0.0659794732928276,0.012638146989047527,0.05916644260287285,0.022507594898343086,0.0859084278345108,0.018014315515756607,0.08714559674263,0.01417703740298748
39,0.007500051986426115,0.063718780875206,0.008291460573673248,0.06621387600898743,0.012665634974837303,0.059630896896123886,3.354626301188546e-07,0.019358167424798012,0.08715894818305969,0.016859330236911774,0.0863383412361145,0.012968595139682293,0.0077076987363398075,0.06110817566514015,0.008209862746298313,0.06526064872741699,0.012609103694558144,0.05892925709486008,0.02244824916124344,0.08736058324575424,0.017437633126974106,0.0855315551161766,0.013816680759191513
40,0.007263208739459515,0.06269717216491699,0.007947842590510845,0.0649644285440445,0.012633305974304676,0.059374526143074036,3.354626301188546e-07,0.018493428826332092,0.08484587073326111,0.01610085740685463,0.08385846018791199,0.012469524517655373,0.007457518018782139,0.060354311019182205,0.007538648322224617,0.062199175357818604,0.012578940019011497,0.058707717806100845,0.021014831960201263,0.08192112296819687,0.0165946613997221,0.0840364620089531,0.013094165362417698
41,0.006989459507167339,0.061506934463977814,0.007609118707478046,0.0636395588517189,0.012597332708537579,0.05913062393665314,3.354626301188546e-07,0.017792323604226112,0.08301948755979538,0.015503758564591408,0.08251883089542389,0.012036042287945747,0.007174765691161156,0.059392645955085754,0.0073907882906496525,0.062327343970537186,0.012529820203781128,0.05843948945403099,0.021091533824801445,0.08249295502901077,0.016118083149194717,0.08235025405883789,0.012902392074465752
42,0.006783653050661087,0.06067270413041115,0.007355192676186562,0.06265134364366531,0.012536304071545601,0.058884236961603165,3.354626301188546e-07,0.016967153176665306,0.08108852058649063,0.014859429560601711,0.08044775575399399,0.01159585826098919,0.008417082019150257,0.06656239181756973,0.009032059460878372,0.0713711529970169,0.012464234605431557,0.05828450247645378,0.02013581059873104,0.07983850687742233,0.015500995330512524,0.08049087226390839,0.013190760277211666
43,0.00649391720071435,0.059335872530937195,0.0070928423665463924,0.061424266546964645,0.011953987181186676,0.05992633104324341,3.354626301188546e-07,0.016363749280571938,0.07940858602523804,0.014301707968115807,0.07867108285427094,0.01115212868899107,0.006752644199877977,0.05740969628095627,0.007054040674120188,0.060316234827041626,0.01064115110784769,0.059721801429986954,0.019294243305921555,0.07750485837459564,0.01634344831109047,0.083765909075737,0.012189101427793503
44,0.006272798869758844,0.0584331713616848,0.006812474690377712,0.060097042471170425,0.009547385387122631,0.05794129893183708,3.354626301188546e-07,0.015837205573916435,0.07774834334850311,0.013867615722119808,0.07763119041919708,0.01058250106871128,0.006690025795251131,0.0571071021258831,0.006534426473081112,0.05789894610643387,0.007972823455929756,0.05519416928291321,0.020436305552721024,0.08292855322360992,0.016485078260302544,0.08938626199960709,0.012080095708370209
45,0.006146945524960756,0.05783390626311302,0.00656161829829216,0.059086889028549194,0.007002918515354395,0.05169912800192833,3.354626301188546e-07,0.015245785936713219,0.07610151171684265,0.013241218402981758,0.0757499486207962,0.009969293139874935,0.006572915241122246,0.057201169431209564,0.006922356318682432,0.060480184853076935,0.0060288975946605206,0.048084866255521774,0.018247580155730247,0.07454893738031387,0.013952966779470444,0.07630793750286102,0.010884447954595089
46,0.005891928914934397,0.056663934141397476,0.006331693381071091,0.058267466723918915,0.005529722664505243,0.04573816433548927,3.354626301188546e-07,0.014757538214325905,0.07477154582738876,0.012828227132558823,0.07463257759809494,0.009510085918009281,0.006316269747912884,0.05559471249580383,0.006152947898954153,0.056322064250707626,0.005104433745145798,0.04319744184613228,0.017854951322078705,0.07357891649007797,0.013618476688861847,0.07594380527734756,0.010397539474070072
47,0.005675840191543102,0.05571858584880829,0.006175636313855648,0.05749712884426117,0.004324913490563631,0.04123251885175705,3.354626301188546e-07,0.014242307282984257,0.07342850416898727,0.012416242621839046,0.07313960790634155,0.009097238071262836,0.00624424684792757,0.05553577095270157,0.006136934272944927,0.056101877242326736,0.003494886914268136,0.038352999836206436,0.019203558564186096,0.08166119456291199,0.013329059816896915,0.073955237865448,0.010455092415213585
48,0.0055316719226539135,0.0550471656024456,0.005929699167609215,0.056306105107069016,0.003229812951758504,0.03650719299912453,3.354626301188546e-07,0.013776949606835842,0.07173154503107071,0.012056369334459305,0.0723811686038971,0.008714280091226101,0.005958749912679195,0.05356334149837494,0.0061470200307667255,0.0561007559299469,0.002961748046800494,0.03431347385048866,0.017000731080770493,0.0710880309343338,0.013016324490308762,0.07396282255649567,0.009773808531463146
49,0.005429871845990419,0.05446372553706169,0.005770676303654909,0.055695436894893646,0.0028174417093396187,0.03305121511220932,3.354626301188546e-07,0.013290371745824814,0.0708853229880333,0.011634823866188526,0.07104655355215073,0.008410037495195866,0.0059188129380345345,0.053678423166275024,0.005632991436868906,0.053977202624082565,0.002643723739311099,0.03128083050251007,0.016476484015583992,0.06998586654663086,0.01268881093710661,0.07314827293157578,0.009425719268620014
50,0.005248012952506542,0.05363311618566513,0.005617556162178516,0.05492204427719116,0.0025588853750377893,0.03048020415008068,3.354626301188546e-07,0.012868019752204418,0.06938465684652328,0.011266854591667652,0.06960591673851013,0.00813098531216383,0.0057945228181779385,0.053191713988780975,0.005837705451995134,0.05504272133111954,0.0024382176343351603,0.02912300080060959,0.01619371771812439,0.06962962448596954,0.013162738643586636,0.0734705850481987,0.009466276504099369
51,0.005122211761772633,0.05311564356088638,0.005417936947196722,0.05401859059929848,0.002389919478446245,0.02862527407705784,3.354626301188546e-07,0.012469906359910965,0.0679837316274643,0.01093324925750494,0.06878580898046494,0.007876239717006683,0.005613183137029409,0.051970016211271286,0.0053731221705675125,0.052902549505233765,0.0023034410551190376,0.027426814660429955,0.016278618946671486,0.07042305916547775,0.0118330093100667,0.07012193650007248,0.009027381427586079
52,0.004998590797185898,0.05248483642935753,0.005262346938252449,0.05309977009892464,0.002271748147904873,0.02728681080043316,3.354626301188546e-07,0.012156975455582142,0.06744299829006195,0.0106139425188303,0.06788047403097153,0.0076593514531850815,0.005551532376557589,0.051603857427835464,0.005745498463511467,0.05533212050795555,0.002196845831349492,0.026383496820926666,0.015598844736814499,0.06758328527212143,0.012259304523468018,0.07375800609588623,0.009029600769281387
53,0.00486038951203227,0.051829807460308075,0.005067940801382065,0.05220293998718262,0.0021742561366409063,0.026272477582097054,3.354626301188546e-07,0.01175196748226881,0.06622912734746933,0.010270636528730392,0.06664959341287613,0.007406394463032484,0.005721767898648977,0.0523112416267395,0.0050418139435350895,0.05093477666378021,0.0021127841901034117,0.025377091020345688,0.01527575682848692,0.06721194088459015,0.011632110923528671,0.0692640021443367,0.008687353692948818
54,0.004689151421189308,0.0508345365524292,0.004961060825735331,0.051719896495342255,0.002103268401697278,0.025467505678534508,3.354626301188546e-07,0.011379530653357506,0.06496202945709229,0.009991180151700974,0.0654788464307785,0.007190037984400988,0.00549046415835619,0.05163845047354698,0.004948294255882502,0.050769492983818054,0.002053699688985944,0.02460392750799656,0.01678195409476757,0.07669647783041,0.011135635897517204,0.06776589900255203,0.008835545741021633
55,0.004609833005815744,0.0505329966545105,0.004829011391848326,0.05101528391242027,0.0020480805542320013,0.02481991983950138,3.354626301188546e-07,0.011094014160335064,0.06411755830049515,0.00976715236902237,0.06508629024028778,0.007022309582680464,0.005182206630706787,0.049716297537088394,0.004859770182520151,0.0502396859228611,0.0020030273590236902,0.024038802832365036,0.014535910449922085,0.06507045030593872,0.011277704499661922,0.06909636408090591,0.008267811499536037
56,0.004527085926383734,0.05000543221831322,0.004741929471492767,0.05054841190576553,0.0020015984773635864,0.024274716153740883,3.354626301188546e-07,0.010793140158057213,0.06321249157190323,0.00946841947734356,0.06435371935367584,0.006844541057944298,0.0051285335794091225,0.0492374561727047,0.005145308095961809,0.05244288966059685,0.0019603013060986996,0.023598380386829376,0.014074893668293953,0.06319411098957062,0.010957056656479836,0.0676538497209549,0.008139831945300102
57,0.004414041060954332,0.049356307834386826,0.004614459350705147,0.049996159970760345,0.001961194910109043,0.023808902129530907,3.354626301188546e-07,0.01051471196115017,0.06251809746026993,0.009200501255691051,0.06326816976070404,0.006663456559181213,0.005092639941722155,0.049301568418741226,0.004584896843880415,0.04851043224334717,0.001923165051266551,0.023110486567020416,0.013908497989177704,0.06279997527599335,0.010263347066938877,0.0651635229587555,0.007808426860719919
58,0.00429156981408596,0.048782091587781906,0.0044714342802762985,0.049136076122522354,0.0019257847452536225,0.023394761607050896,3.354626301188546e-07,0.01025081891566515,0.06154908239841461,0.00898425467312336,0.06234148517251015,0.006492143962532282,0.0055188084952533245,0.052778858691453934,0.004687956068664789,0.04960097745060921,0.0018896429101005197,0.022753452882170677,0.013626772910356522,0.06206352263689041,0.010266618803143501,0.0648253858089447,0.00786149874329567
59,0.004173239693045616,0.04799824208021164,0.004391695372760296,0.048828233033418655,0.0018945749616250396,0.02302493341267109,3.354626301188546e-07,0.010018458589911461,0.06132359802722931,0.008734803646802902,0.061777107417583466,0.006336054299026728,0.00528629869222641,0.05117419362068176,0.004440534859895706,0.04770955070853233,0.001861761906184256,0.022393248975276947,0.01440711971372366,0.06852472573518753,0.009859009645879269,0.06341884285211563,0.007834593765437603
60,0.00413921196013689,0.04801241680979729,0.004277320113033056,0.048203419893980026,0.0018664590315893292,0.022687837481498718,3.354626301188546e-07,0.009787432849407196,0.06027599051594734,0.008489581756293774,0.060744598507881165,0.006192697212100029,0.004803171847015619,0.0476439893245697,0.0044985259883105755,0.048731282353401184,0.001835628179833293,0.022039838135242462,0.013153605163097382,0.06054151803255081,0.010996579192578793,0.06780163198709488,0.00771023565903306
61,0.004029077012091875,0.047246016561985016,0.004153030924499035,0.047568026930093765,0.0018408212345093489,0.022378386929631233,3.354626301188546e-07,0.0094804922118783,0.05933619290590286,0.008328641764819622,0.06026249751448631,0.006032112054526806,0.004755891393870115,0.0472441092133522,0.004348378628492355,0.04703937843441963,0.0018110581440851092,0.02177211456000805,0.012946303933858871,0.06021755188703537,0.009479716420173645,0.06199771910905838,0.007275422103703022
62,0.0039041924756020308,0.04652778431773186,0.0040911477990448475,0.04734525829553604,0.0018168988171964884,0.02209002897143364,3.354626301188546e-07,0.009299063123762608,0.05903664231300354,0.008141600526869297,0.059685926884412766,0.005904790945351124,0.0046441336162388325,0.04674990847706795,0.00418044114485383,0.04658110439777374,0.0017916124779731035,0.02149006351828575,0.012898783199489117,0.06039121374487877,0.009402800351381302,0.06343330442905426,0.007182544097304344
63,0.0038383586797863245,0.04620915651321411,0.004053883254528046,0.04705123230814934,0.0017950774636119604,0.021822171285748482,3.354626301188546e-07,0.009008965454995632,0.057646993547677994,0.00787734892219305,0.05893674120306969,0.005754688289016485,0.00462441798299551,0.04655284807085991,0.004122826736420393,0.04626007750630379,0.0017684086924418807,0.021229086443781853,0.01286515686661005,0.06037956848740578,0.009715268388390541,0.06450443714857101,0.007225566543638706
